,period,value,temperature_2m,hour,day_of_week,month,is_weekend
12523,2023-06-06T19:00:00.000Z,17006,19.4085,19,1,6,0
12524,2023-06-06T20:00:00.000Z,17239,18.6585,20,1,6,0
12525,2023-06-06T21:00:00.000Z,17403,18.3085,21,1,6,0
12526,2023-06-06T22:00:00.000Z,17740,18.6585,22,1,6,0
12527,2023-06-06T23:00:00.000Z,17721,18.6085,23,1,6,0
12528,2023-06-07T00:00:00.000Z,35130,18.008501,0,2,6,0
12529,2023-06-07T01:00:00.000Z,17181,16.4585,1,2,6,0
12530,2023-06-07T02:00:00.000Z,16579,16.1585,2,2,6,0
12531,2023-06-07T03:00:00.000Z,15456,15.8085,3,2,6,0
12532,2023-06-07T04:00:00.000Z,14360,16.3085,4,2,6,0
12533,2023-06-07T05:00:00.000Z,13578,17.4085,5,2,6,0
12534,2023-06-07T06:00:00.000Z,13076,19.008501,6,2,6,0
12535,2023-06-07T07:00:00.000Z,12716,21.6085,7,2,6,0
12536,2023-06-07T08:00:00.000Z,12557,23.4085,8,2,6,0
12537,2023-06-07T09:00:00.000Z,12672,24.8085,9,2,6,0
12538,2023-06-07T10:00:00.000Z,13187,25.8085,10,2,6,0
12539,2023-06-07T11:00:00.000Z,14223,26.508501,11,2,6,0
12540,2023-06-07T12:00:00.000Z,15161,27.6085,12,2,6,0
12541,2023-06-07T13:00:00.000Z,15600,28.3085,13,2,6,0
12542,2023-06-07T14:00:00.000Z,15664,28.3585,14,2,6,0
12543,2023-06-07T15:00:00.000Z,15721,27.8585,15,2,6,0
12544,2023-06-07T16:00:00.000Z,15828,26.1085,16,2,6,0
12545,2023-06-07T17:00:00.000Z,15959,25.8085,17,2,6,0
12546,2023-06-07T18:00:00.000Z,16063,25.4085,18,2,6,0
12547,2023-06-07T19:00:00.000Z,16258,23.1585,19,2,6,0
12548,2023-06-07T20:00:00.000Z,16377,21.2085,20,2,6,0
12549,2023-06-07T21:00:00.000Z,16658,20.1585,21,2,6,0
12550,2023-06-07T22:00:00.000Z,16985,18.9585,22,2,6,0
12551,2023-06-07T23:00:00.000Z,17015,17.8585,23,2,6,0
12552,2023-06-08T00:00:00.000Z,33860,17.8585,0,3,6,0
12553,2023-06-08T01:00:00.000Z,16728,16.1585,1,3,6,0
12554,2023-06-08T02:00:00.000Z,16243,16.6585,2,3,6,0
12555,2023-06-08T03:00:00.000Z,15349,16.4085,3,3,6,0
12556,2023-06-08T04:00:00.000Z,14240,17.3585,4,3,6,0
12557,2023-06-08T05:00:00.000Z,13469,19.1585,5,3,6,0
12558,2023-06-08T06:00:00.000Z,12983,20.8585,6,3,6,0
12559,2023-06-08T07:00:00.000Z,12701,23.008501,7,3,6,0
12560,2023-06-08T08:00:00.000Z,12558,24.6585,8,3,6,0
12561,2023-06-08T09:00:00.000Z,12684,25.4085,9,3,6,0
12562,2023-06-08T10:00:00.000Z,13200,26.8585,10,3,6,0
12563,2023-06-08T11:00:00.000Z,14236,26.9585,11,3,6,0
12564,2023-06-08T12:00:00.000Z,15231,27.508501,12,3,6,0
12565,2023-06-08T13:00:00.000Z,15739,28.3085,13,3,6,0
12566,2023-06-08T14:00:00.000Z,15881,28.2085,14,3,6,0
12567,2023-06-08T15:00:00.000Z,15957,28.3085,15,3,6,0
12568,2023-06-08T16:00:00.000Z,16083,27.9085,16,3,6,0
12569,2023-06-08T17:00:00.000Z,16158,27.4085,17,3,6,0
12570,2023-06-08T18:00:00.000Z,16378,25.8085,18,3,6,0
12571,2023-06-08T19:00:00.000Z,16637,24.1085,19,3,6,0
12572,2023-06-08T20:00:00.000Z,16832,22.0585,20,3,6,0
12573,2023-06-08T21:00:00.000Z,17106,20.9085,21,3,6,0
12574,2023-06-08T22:00:00.000Z,17210,20.1585,22,3,6,0
12575,2023-06-08T23:00:00.000Z,17047,19.258501,23,3,6,0
12576,2023-06-09T00:00:00.000Z,33926,18.3085,0,4,6,0
12577,2023-06-09T01:00:00.000Z,16862,17.8085,1,4,6,0
12578,2023-06-09T02:00:00.000Z,16460,16.9585,2,4,6,0
12579,2023-06-09T03:00:00.000Z,15464,16.1585,3,4,6,0
12580,2023-06-09T04:00:00.000Z,14415,16.9085,4,4,6,0
12581,2023-06-09T05:00:00.000Z,13639,18.0585,5,4,6,0
12582,2023-06-09T06:00:00.000Z,13134,19.8085,6,4,6,0
12583,2023-06-09T07:00:00.000Z,12819,22.258501,7,4,6,0
12584,2023-06-09T08:00:00.000Z,12652,24.3585,8,4,6,0
12585,2023-06-09T09:00:00.000Z,12740,25.9085,9,4,6,0
12586,2023-06-09T10:00:00.000Z,13230,26.9585,10,4,6,0
12587,2023-06-09T11:00:00.000Z,14204,27.008501,11,4,6,0
12588,2023-06-09T12:00:00.000Z,15113,27.508501,12,4,6,0
12589,2023-06-09T13:00:00.000Z,15517,28.508501,13,4,6,0
12590,2023-06-09T14:00:00.000Z,15688,27.8085,14,4,6,0
12591,2023-06-09T15:00:00.000Z,15813,27.258501,15,4,6,0
12592,2023-06-09T16:00:00.000Z,15968,26.5585,16,4,6,0
12593,2023-06-09T17:00:00.000Z,16071,25.4585,17,4,6,0
12594,2023-06-09T18:00:00.000Z,16232,23.3585,18,4,6,0
12595,2023-06-09T19:00:00.000Z,16288,20.7085,19,4,6,0
12596,2023-06-09T20:00:00.000Z,16465,19.2085,20,4,6,0
12597,2023-06-09T21:00:00.000Z,16758,18.008501,21,4,6,0
12598,2023-06-09T22:00:00.000Z,16972,17.1585,22,4,6,0
12599,2023-06-09T23:00:00.000Z,16870,16.8085,23,4,6,0
12600,2023-06-10T00:00:00.000Z,33510,16.2085,0,5,6,1
12601,2023-06-10T01:00:00.000Z,16657,15.5585,1,5,6,1
12602,2023-06-10T02:00:00.000Z,16303,15.3585005,2,5,6,1
12603,2023-06-10T03:00:00.000Z,15442,15.5585,3,5,6,1
12604,2023-06-10T04:00:00.000Z,14486,16.508501,4,5,6,1
12605,2023-06-10T05:00:00.000Z,13694,17.8085,5,5,6,1
12606,2023-06-10T06:00:00.000Z,13091,19.6585,6,5,6,1
12607,2023-06-10T07:00:00.000Z,12702,21.508501,7,5,6,1
12608,2023-06-10T08:00:00.000Z,12462,23.3085,8,5,6,1
12609,2023-06-10T09:00:00.000Z,12409,25.8585,9,5,6,1
12610,2023-06-10T10:00:00.000Z,12445,27.4585,10,5,6,1
12611,2023-06-10T11:00:00.000Z,12695,28.1585,11,5,6,1
12612,2023-06-10T12:00:00.000Z,13191,27.6085,12,5,6,1
12613,2023-06-10T13:00:00.000Z,13586,28.9085,13,5,6,1
12614,2023-06-10T14:00:00.000Z,13723,27.2085,14,5,6,1
12615,2023-06-10T15:00:00.000Z,13864,27.2085,15,5,6,1
12616,2023-06-10T16:00:00.000Z,14073,27.4085,16,5,6,1
12617,2023-06-10T17:00:00.000Z,14299,26.8085,17,5,6,1
12618,2023-06-10T18:00:00.000Z,14596,25.9585,18,5,6,1
12619,2023-06-10T19:00:00.000Z,14888,23.9585,19,5,6,1
12620,2023-06-10T20:00:00.000Z,15109,22.5585,20,5,6,1
12621,2023-06-10T21:00:00.000Z,15588,21.5585,21,5,6,1
12622,2023-06-10T22:00:00.000Z,16233,20.258501,22,5,6,1
12623,2023-06-10T23:00:00.000Z,16624,19.008501,23,5,6,1
12624,2023-06-11T00:00:00.000Z,33512,17.6585,0,6,6,1
12625,2023-06-11T01:00:00.000Z,16681,16.1085,1,6,6,1
12626,2023-06-11T02:00:00.000Z,16484,15.0585,2,6,6,1
12627,2023-06-11T03:00:00.000Z,15727,14.2585,3,6,6,1
12628,2023-06-11T04:00:00.000Z,14873,14.8585005,4,6,6,1
12629,2023-06-11T05:00:00.000Z,14098,16.3585,5,6,6,1
12630,2023-06-11T06:00:00.000Z,13493,18.258501,6,6,6,1
12631,2023-06-11T07:00:00.000Z,13058,20.258501,7,6,6,1
12632,2023-06-11T08:00:00.000Z,12801,22.2085,8,6,6,1
12633,2023-06-11T09:00:00.000Z,12703,23.8585,9,6,6,1
12634,2023-06-11T10:00:00.000Z,12648,25.258501,10,6,6,1
12635,2023-06-11T11:00:00.000Z,12717,26.008501,11,6,6,1
12636,2023-06-11T12:00:00.000Z,13099,26.3585,12,6,6,1
12637,2023-06-11T13:00:00.000Z,13609,25.258501,13,6,6,1
12638,2023-06-11T14:00:00.000Z,14033,25.7085,14,6,6,1
12639,2023-06-11T15:00:00.000Z,14628,26.008501,15,6,6,1
12640,2023-06-11T16:00:00.000Z,15300,26.258501,16,6,6,1
12641,2023-06-11T17:00:00.000Z,15914,26.0585,17,6,6,1
12642,2023-06-11T18:00:00.000Z,16235,25.1585,18,6,6,1
12643,2023-06-11T19:00:00.000Z,16598,23.3085,19,6,6,1
12644,2023-06-11T20:00:00.000Z,16985,22.0585,20,6,6,1
12645,2023-06-11T21:00:00.000Z,17576,21.4585,21,6,6,1
12646,2023-06-11T22:00:00.000Z,18093,20.4585,22,6,6,1
12647,2023-06-11T23:00:00.000Z,18299,19.4085,23,6,6,1
12648,2023-06-12T00:00:00.000Z,36310,17.6085,0,0,6,0
12649,2023-06-12T01:00:00.000Z,18050,16.1585,1,0,6,0
12650,2023-06-12T02:00:00.000Z,17736,15.2585,2,0,6,0
12651,2023-06-12T03:00:00.000Z,16790,14.5085,3,0,6,0
12652,2023-06-12T04:00:00.000Z,15666,15.3585005,4,0,6,0
12653,2023-06-12T05:00:00.000Z,14814,17.1585,5,0,6,0
12654,2023-06-12T06:00:00.000Z,14259,19.1085,6,0,6,0
12655,2023-06-12T07:00:00.000Z,13871,21.2085,7,0,6,0
12656,2023-06-12T08:00:00.000Z,13645,22.9585,8,0,6,0
12657,2023-06-12T09:00:00.000Z,13757,23.8085,9,0,6,0
12658,2023-06-12T10:00:00.000Z,14347,24.4585,10,0,6,0
12659,2023-06-12T11:00:00.000Z,15485,25.008501,11,0,6,0
12660,2023-06-12T12:00:00.000Z,16658,24.9085,12,0,6,0
12661,2023-06-12T13:00:00.000Z,17464,25.2085,13,0,6,0
12662,2023-06-12T14:00:00.000Z,17976,25.3585,14,0,6,0
12663,2023-06-12T15:00:00.000Z,18303,25.4585,15,0,6,0
12664,2023-06-12T16:00:00.000Z,18592,25.3085,16,0,6,0
12665,2023-06-12T17:00:00.000Z,19034,24.8085,17,0,6,0
12666,2023-06-12T18:00:00.000Z,19532,23.9585,18,0,6,0
12667,2023-06-12T19:00:00.000Z,19605,21.008501,19,0,6,0
12668,2023-06-12T20:00:00.000Z,19923,19.9585,20,0,6,0
12669,2023-06-12T21:00:00.000Z,20228,19.008501,21,0,6,0
12670,2023-06-12T22:00:00.000Z,20234,17.9585,22,0,6,0
12671,2023-06-12T23:00:00.000Z,19813,17.1085,23,0,6,0
12672,2023-06-13T00:00:00.000Z,38810,14.8585005,0,1,6,0
12673,2023-06-13T01:00:00.000Z,18947,13.6085005,1,1,6,0
12674,2023-06-13T02:00:00.000Z,18331,12.908501,2,1,6,0
12675,2023-06-13T03:00:00.000Z,17237,12.3585005,3,1,6,0
12676,2023-06-13T04:00:00.000Z,16142,13.3085,4,1,6,0
12677,2023-06-13T05:00:00.000Z,15211,15.4585,5,1,6,0
12678,2023-06-13T06:00:00.000Z,14534,17.758501,6,1,6,0
12679,2023-06-13T07:00:00.000Z,14060,19.8085,7,1,6,0
12680,2023-06-13T08:00:00.000Z,13765,21.008501,8,1,6,0
12681,2023-06-13T09:00:00.000Z,13833,22.3085,9,1,6,0
12682,2023-06-13T10:00:00.000Z,14254,22.4585,10,1,6,0
12683,2023-06-13T11:00:00.000Z,15291,22.3085,11,1,6,0
12684,2023-06-13T12:00:00.000Z,16210,23.6585,12,1,6,0
12685,2023-06-13T13:00:00.000Z,16727,23.0585,13,1,6,0
12686,2023-06-13T14:00:00.000Z,17000,22.4585,14,1,6,0
12687,2023-06-13T15:00:00.000Z,17314,22.9085,15,1,6,0
12688,2023-06-13T16:00:00.000Z,17514,21.5585,16,1,6,0
12689,2023-06-13T17:00:00.000Z,17523,20.4585,17,1,6,0
12690,2023-06-13T18:00:00.000Z,17638,19.8585,18,1,6,0
12691,2023-06-13T19:00:00.000Z,17755,17.9585,19,1,6,0
12692,2023-06-13T20:00:00.000Z,18267,16.4085,20,1,6,0
12693,2023-06-13T21:00:00.000Z,18836,15.8585005,21,1,6,0
12694,2023-06-13T22:00:00.000Z,19397,14.7585,22,1,6,0
12695,2023-06-13T23:00:00.000Z,19386,14.0585,23,1,6,0
12696,2023-06-14T00:00:00.000Z,38098,13.3085,0,2,6,0
12697,2023-06-14T01:00:00.000Z,18702,12.2585,1,2,6,0
12698,2023-06-14T02:00:00.000Z,18168,11.658501,2,2,6,0
12699,2023-06-14T03:00:00.000Z,16968,11.3585005,3,2,6,0
12700,2023-06-14T04:00:00.000Z,15693,12.4585,4,2,6,0
12701,2023-06-14T05:00:00.000Z,14720,14.158501,5,2,6,0
12702,2023-06-14T06:00:00.000Z,14069,16.3085,6,2,6,0
12703,2023-06-14T07:00:00.000Z,13635,18.0585,7,2,6,0
12704,2023-06-14T08:00:00.000Z,13424,19.5585,8,2,6,0
12705,2023-06-14T09:00:00.000Z,13500,21.258501,9,2,6,0
12706,2023-06-14T10:00:00.000Z,14011,22.1085,10,2,6,0
12707,2023-06-14T11:00:00.000Z,15136,22.758501,11,2,6,0
12708,2023-06-14T12:00:00.000Z,16313,22.5585,12,2,6,0
12709,2023-06-14T13:00:00.000Z,17038,23.0585,13,2,6,0
12710,2023-06-14T14:00:00.000Z,17599,23.7085,14,2,6,0
12711,2023-06-14T15:00:00.000Z,18042,23.508501,15,2,6,0
12712,2023-06-14T16:00:00.000Z,18387,23.1085,16,2,6,0
12713,2023-06-14T17:00:00.000Z,18714,22.1085,17,2,6,0
12714,2023-06-14T18:00:00.000Z,18646,21.758501,18,2,6,0
12715,2023-06-14T19:00:00.000Z,18380,20.3085,19,2,6,0
12716,2023-06-14T20:00:00.000Z,18180,18.6585,20,2,6,0
12717,2023-06-14T21:00:00.000Z,18353,17.6085,21,2,6,0
12718,2023-06-14T22:00:00.000Z,18412,17.1085,22,2,6,0
12719,2023-06-14T23:00:00.000Z,18268,16.758501,23,2,6,0
12720,2023-06-15T00:00:00.000Z,35848,15.3085,0,3,6,0
12721,2023-06-15T01:00:00.000Z,17584,14.5085,1,3,6,0
12722,2023-06-15T02:00:00.000Z,17125,14.8585005,2,3,6,0
12723,2023-06-15T03:00:00.000Z,16117,14.5585,3,3,6,0
12724,2023-06-15T04:00:00.000Z,15056,14.7585,4,3,6,0
12725,2023-06-15T05:00:00.000Z,14209,15.3085,5,3,6,0
12726,2023-06-15T06:00:00.000Z,13628,16.5585,6,3,6,0
12727,2023-06-15T07:00:00.000Z,13253,18.1085,7,3,6,0
12728,2023-06-15T08:00:00.000Z,13068,19.758501,8,3,6,0
12729,2023-06-15T09:00:00.000Z,13148,21.008501,9,3,6,0
12730,2023-06-15T10:00:00.000Z,13661,22.3585,10,3,6,0
12731,2023-06-15T11:00:00.000Z,14780,22.5585,11,3,6,0
12732,2023-06-15T12:00:00.000Z,15751,21.2085,12,3,6,0
12733,2023-06-15T13:00:00.000Z,16194,21.1585,13,3,6,0
12734,2023-06-15T14:00:00.000Z,16391,21.9085,14,3,6,0
12735,2023-06-15T15:00:00.000Z,16497,22.8585,15,3,6,0
12736,2023-06-15T16:00:00.000Z,16816,22.8085,16,3,6,0
12737,2023-06-15T17:00:00.000Z,17051,20.3585,17,3,6,0
12738,2023-06-15T18:00:00.000Z,17469,19.258501,18,3,6,0
12739,2023-06-15T19:00:00.000Z,17616,18.4085,19,3,6,0
12740,2023-06-15T20:00:00.000Z,17966,17.008501,20,3,6,0
12741,2023-06-15T21:00:00.000Z,18637,16.0585,21,3,6,0
12742,2023-06-15T22:00:00.000Z,19114,15.0585,22,3,6,0
12743,2023-06-15T23:00:00.000Z,19161,14.6085005,23,3,6,0
12744,2023-06-16T00:00:00.000Z,37976,14.2585,0,4,6,0
12745,2023-06-16T01:00:00.000Z,18664,14.3585005,1,4,6,0
12746,2023-06-16T02:00:00.000Z,18264,13.7585,2,4,6,0
12747,2023-06-16T03:00:00.000Z,17175,13.5085,3,4,6,0
12748,2023-06-16T04:00:00.000Z,15934,13.908501,4,4,6,0
12749,2023-06-16T05:00:00.000Z,14978,14.4585,5,4,6,0
12750,2023-06-16T06:00:00.000Z,14297,15.8585005,6,4,6,0
12751,2023-06-16T07:00:00.000Z,13834,16.6085,7,4,6,0
12752,2023-06-16T08:00:00.000Z,13560,15.0585,8,4,6,0
12753,2023-06-16T09:00:00.000Z,13600,15.0585,9,4,6,0
12754,2023-06-16T10:00:00.000Z,14049,16.3585,10,4,6,0
12755,2023-06-16T11:00:00.000Z,15076,16.7085,11,4,6,0
12756,2023-06-16T12:00:00.000Z,16246,16.508501,12,4,6,0
12757,2023-06-16T13:00:00.000Z,17065,19.4085,13,4,6,0
12758,2023-06-16T14:00:00.000Z,17602,19.9085,14,4,6,0
12759,2023-06-16T15:00:00.000Z,18099,17.2085,15,4,6,0
12760,2023-06-16T16:00:00.000Z,18514,15.408501,16,4,6,0
12761,2023-06-16T17:00:00.000Z,18812,15.908501,17,4,6,0
12762,2023-06-16T18:00:00.000Z,19034,16.0085,18,4,6,0
12763,2023-06-16T19:00:00.000Z,18779,15.408501,19,4,6,0
12764,2023-06-16T20:00:00.000Z,18439,14.5085,20,4,6,0
12765,2023-06-16T21:00:00.000Z,18190,13.6085005,21,4,6,0
12766,2023-06-16T22:00:00.000Z,18195,12.7585,22,4,6,0
12767,2023-06-16T23:00:00.000Z,17919,12.5085,23,4,6,0
12768,2023-06-17T00:00:00.000Z,35244,13.7585,0,5,6,1
12769,2023-06-17T01:00:00.000Z,17397,11.8085,1,5,6,1
12770,2023-06-17T02:00:00.000Z,16992,12.7085,2,5,6,1
12771,2023-06-17T03:00:00.000Z,16167,12.5085,3,5,6,1
12772,2023-06-17T04:00:00.000Z,15226,13.0085,4,5,6,1
12773,2023-06-17T05:00:00.000Z,14364,14.2085,5,5,6,1
12774,2023-06-17T06:00:00.000Z,13776,15.6085005,6,5,6,1
12775,2023-06-17T07:00:00.000Z,13388,17.1585,7,5,6,1
12776,2023-06-17T08:00:00.000Z,13122,18.1585,8,5,6,1
12777,2023-06-17T09:00:00.000Z,13033,19.258501,9,5,6,1
12778,2023-06-17T10:00:00.000Z,13072,20.1585,10,5,6,1
12779,2023-06-17T11:00:00.000Z,13322,20.8585,11,5,6,1
12780,2023-06-17T12:00:00.000Z,13846,16.9585,12,5,6,1
12781,2023-06-17T13:00:00.000Z,14296,18.5585,13,5,6,1
12782,2023-06-17T14:00:00.000Z,14575,19.4085,14,5,6,1
12783,2023-06-17T15:00:00.000Z,14931,19.5585,15,5,6,1
12784,2023-06-17T16:00:00.000Z,15249,19.7085,16,5,6,1
12785,2023-06-17T17:00:00.000Z,15414,19.758501,17,5,6,1
12786,2023-06-17T18:00:00.000Z,15319,19.1585,18,5,6,1
12787,2023-06-17T19:00:00.000Z,15448,16.6585,19,5,6,1
12788,2023-06-17T20:00:00.000Z,15849,16.8085,20,5,6,1
12789,2023-06-17T21:00:00.000Z,16337,15.7085,21,5,6,1
12790,2023-06-17T22:00:00.000Z,16657,15.9585,22,5,6,1
12791,2023-06-17T23:00:00.000Z,16639,15.3085,23,5,6,1
12792,2023-06-18T00:00:00.000Z,33046,12.8085,0,6,6,1
12793,2023-06-18T01:00:00.000Z,16509,12.158501,1,6,6,1
12794,2023-06-18T02:00:00.000Z,16319,11.7585,2,6,6,1
12795,2023-06-18T03:00:00.000Z,15641,12.0585,3,6,6,1
12796,2023-06-18T04:00:00.000Z,14817,13.3585005,4,6,6,1
12797,2023-06-18T05:00:00.000Z,14082,15.0585,5,6,6,1
12798,2023-06-18T06:00:00.000Z,13513,17.258501,6,6,6,1
12799,2023-06-18T07:00:00.000Z,13063,19.1585,7,6,6,1
12800,2023-06-18T08:00:00.000Z,12768,20.6585,8,6,6,1
12801,2023-06-18T09:00:00.000Z,12657,21.8585,9,6,6,1
12802,2023-06-18T10:00:00.000Z,12596,22.9585,10,6,6,1
12803,2023-06-18T11:00:00.000Z,12673,23.5585,11,6,6,1
12804,2023-06-18T12:00:00.000Z,13061,23.9085,12,6,6,1
12805,2023-06-18T13:00:00.000Z,13531,24.6085,13,6,6,1
12806,2023-06-18T14:00:00.000Z,13950,24.6585,14,6,6,1
12807,2023-06-18T15:00:00.000Z,14365,24.7085,15,6,6,1
12808,2023-06-18T16:00:00.000Z,14858,24.508501,16,6,6,1
12809,2023-06-18T17:00:00.000Z,15332,23.9585,17,6,6,1
12810,2023-06-18T18:00:00.000Z,15732,23.1085,18,6,6,1
12811,2023-06-18T19:00:00.000Z,16047,20.6085,19,6,6,1
12812,2023-06-18T20:00:00.000Z,16486,19.0585,20,6,6,1
12813,2023-06-18T21:00:00.000Z,17012,18.3085,21,6,6,1
12814,2023-06-18T22:00:00.000Z,17473,17.6585,22,6,6,1
12815,2023-06-18T23:00:00.000Z,17718,16.6085,23,6,6,1
12816,2023-06-19T00:00:00.000Z,35462,16.5585,0,0,6,0
12817,2023-06-19T01:00:00.000Z,17668,15.6085005,1,0,6,0
12818,2023-06-19T02:00:00.000Z,17552,15.3585005,2,0,6,0
12819,2023-06-19T03:00:00.000Z,16788,14.8085,3,0,6,0
12820,2023-06-19T04:00:00.000Z,15755,15.9585,4,0,6,0
12821,2023-06-19T05:00:00.000Z,14875,17.758501,5,0,6,0
12822,2023-06-19T06:00:00.000Z,14205,18.758501,6,0,6,0
12823,2023-06-19T07:00:00.000Z,13765,18.8085,7,0,6,0
12824,2023-06-19T08:00:00.000Z,13502,19.8085,8,0,6,0
12825,2023-06-19T09:00:00.000Z,13521,22.1085,9,0,6,0
12826,2023-06-19T10:00:00.000Z,13831,23.9585,10,0,6,0
12827,2023-06-19T11:00:00.000Z,14561,25.1085,11,0,6,0
12828,2023-06-19T12:00:00.000Z,15375,22.4585,12,0,6,0
12829,2023-06-19T13:00:00.000Z,15983,25.4585,13,0,6,0
12830,2023-06-19T14:00:00.000Z,16385,26.4585,14,0,6,0
12831,2023-06-19T15:00:00.000Z,16838,27.1085,15,0,6,0
12832,2023-06-19T16:00:00.000Z,17362,26.8585,16,0,6,0
12833,2023-06-19T17:00:00.000Z,17784,25.9085,17,0,6,0
12834,2023-06-19T18:00:00.000Z,18269,24.6585,18,0,6,0
12835,2023-06-19T19:00:00.000Z,18757,23.2085,19,0,6,0
12836,2023-06-19T20:00:00.000Z,19318,21.9585,20,0,6,0
12837,2023-06-19T21:00:00.000Z,19946,20.7085,21,0,6,0
12838,2023-06-19T22:00:00.000Z,20455,19.9585,22,0,6,0
12839,2023-06-19T23:00:00.000Z,20287,18.4585,23,0,6,0
12840,2023-06-20T00:00:00.000Z,39866,18.258501,0,1,6,0
12841,2023-06-20T01:00:00.000Z,19538,17.7085,1,1,6,0
12842,2023-06-20T02:00:00.000Z,19045,17.4585,2,1,6,0
12843,2023-06-20T03:00:00.000Z,17800,16.2085,3,1,6,0
12844,2023-06-20T04:00:00.000Z,16447,18.1085,4,1,6,0
12845,2023-06-20T05:00:00.000Z,15390,19.6085,5,1,6,0
12846,2023-06-20T06:00:00.000Z,14703,21.5585,6,1,6,0
12847,2023-06-20T07:00:00.000Z,14223,23.4585,7,1,6,0
12848,2023-06-20T08:00:00.000Z,13950,25.4585,8,1,6,0
12849,2023-06-20T09:00:00.000Z,13993,25.3085,9,1,6,0
12850,2023-06-20T10:00:00.000Z,14454,23.8585,10,1,6,0
12851,2023-06-20T11:00:00.000Z,15536,23.758501,11,1,6,0
12852,2023-06-20T12:00:00.000Z,16582,21.5585,12,1,6,0
12853,2023-06-20T13:00:00.000Z,17239,22.3085,13,1,6,0
12854,2023-06-20T14:00:00.000Z,17550,22.0585,14,1,6,0
12855,2023-06-20T15:00:00.000Z,17808,22.0585,15,1,6,0
12856,2023-06-20T16:00:00.000Z,18027,22.758501,16,1,6,0
12857,2023-06-20T17:00:00.000Z,18346,22.0585,17,1,6,0
12858,2023-06-20T18:00:00.000Z,18840,22.258501,18,1,6,0
12859,2023-06-20T19:00:00.000Z,19266,21.4585,19,1,6,0
12860,2023-06-20T20:00:00.000Z,19802,20.4085,20,1,6,0
12861,2023-06-20T21:00:00.000Z,20228,19.758501,21,1,6,0
12862,2023-06-20T22:00:00.000Z,20562,19.3585,22,1,6,0
12863,2023-06-20T23:00:00.000Z,20395,18.758501,23,1,6,0
12864,2023-06-21T00:00:00.000Z,40018,20.8085,0,2,6,0
12865,2023-06-21T01:00:00.000Z,19529,19.7085,1,2,6,0
12866,2023-06-21T02:00:00.000Z,18948,19.258501,2,2,6,0
12867,2023-06-21T03:00:00.000Z,17688,19.2085,3,2,6,0
12868,2023-06-21T04:00:00.000Z,16313,19.258501,4,2,6,0
12869,2023-06-21T05:00:00.000Z,15216,20.4085,5,2,6,0
12870,2023-06-21T06:00:00.000Z,14495,21.7085,6,2,6,0
12871,2023-06-21T07:00:00.000Z,13963,22.758501,7,2,6,0
12872,2023-06-21T08:00:00.000Z,13681,23.9085,8,2,6,0
12873,2023-06-21T09:00:00.000Z,13721,24.8085,9,2,6,0
12874,2023-06-21T10:00:00.000Z,14123,25.8085,10,2,6,0
12875,2023-06-21T11:00:00.000Z,15076,26.4585,11,2,6,0
12876,2023-06-21T12:00:00.000Z,15988,26.9085,12,2,6,0
12877,2023-06-21T13:00:00.000Z,16528,27.3085,13,2,6,0
12878,2023-06-21T14:00:00.000Z,16771,27.7085,14,2,6,0
12879,2023-06-21T15:00:00.000Z,17032,27.8085,15,2,6,0
12880,2023-06-21T16:00:00.000Z,17403,27.0585,16,2,6,0
12881,2023-06-21T17:00:00.000Z,17667,26.1085,17,2,6,0
12882,2023-06-21T18:00:00.000Z,18087,25.0585,18,2,6,0
12883,2023-06-21T19:00:00.000Z,18352,23.4085,19,2,6,0
12884,2023-06-21T20:00:00.000Z,18581,21.4585,20,2,6,0
12885,2023-06-21T21:00:00.000Z,19019,20.2085,21,2,6,0
12886,2023-06-21T22:00:00.000Z,19365,19.4085,22,2,6,0
12887,2023-06-21T23:00:00.000Z,19269,19.1085,23,2,6,0
12888,2023-06-22T00:00:00.000Z,38266,19.2085,0,3,6,0
12889,2023-06-22T01:00:00.000Z,18772,19.1585,1,3,6,0
12890,2023-06-22T02:00:00.000Z,18266,18.3085,2,3,6,0
12891,2023-06-22T03:00:00.000Z,17107,17.7085,3,3,6,0
12892,2023-06-22T04:00:00.000Z,15791,18.2085,4,3,6,0
12893,2023-06-22T05:00:00.000Z,14811,19.4585,5,3,6,0
12894,2023-06-22T06:00:00.000Z,14096,20.9585,6,3,6,0
12895,2023-06-22T07:00:00.000Z,13641,22.7085,7,3,6,0
12896,2023-06-22T08:00:00.000Z,13400,23.9585,8,3,6,0
12897,2023-06-22T09:00:00.000Z,13460,25.1085,9,3,6,0
12898,2023-06-22T10:00:00.000Z,13881,25.8585,10,3,6,0
12899,2023-06-22T11:00:00.000Z,14855,25.3085,11,3,6,0
12900,2023-06-22T12:00:00.000Z,15788,26.9585,12,3,6,0
12901,2023-06-22T13:00:00.000Z,16390,26.9085,13,3,6,0
12902,2023-06-22T14:00:00.000Z,16662,27.258501,14,3,6,0
12903,2023-06-22T15:00:00.000Z,16795,27.258501,15,3,6,0
12904,2023-06-22T16:00:00.000Z,16954,27.1585,16,3,6,0
12905,2023-06-22T17:00:00.000Z,17043,26.6585,17,3,6,0
12906,2023-06-22T18:00:00.000Z,17260,25.7085,18,3,6,0
12907,2023-06-22T19:00:00.000Z,17574,24.3085,19,3,6,0
12908,2023-06-22T20:00:00.000Z,17942,22.8585,20,3,6,0
12909,2023-06-22T21:00:00.000Z,18556,20.5585,21,3,6,0
